English	Swedish	POS	source	row
residential	bostadsområde	N?	ICT-keywords-20141203.xlsx	2819
resilience	motståndskraft	N?	ICT-keywords-20141203.xlsx	2820
Resolution 	Resolution	N?	ACM-klassificering-1998-en-sv.xls	1022
resolution, resolutions	upplösning, upplösningen, upplösningar	N	shorter-gf-termsEngSwe.tsv	1295
resolve resolved resolution	lösa löst upplösning	N?	ICT-keywords-20141203.xlsx	2821
resource allocation	resursallokering	N?	ICT-keywords-20141203.xlsx	2825
resource event agent	resurs händelse agent	N?	ICT-keywords-20141203.xlsx	2826
REsource LOcation And Discovery (RELOAD)		N?	ICT-keywords-20141203.xlsx	2827
resource management system	resurshanteringssystem	N?	ICT-keywords-20141203.xlsx	2828
resource monitoring	resurs övervakning	N?	ICT-keywords-20141203.xlsx	2829
resource planning	resursplanering	N?	ICT-keywords-20141203.xlsx	2830
resource priority	resurs prioritet	N?	ICT-keywords-20141203.xlsx	2831
resource requirement search, resource requirement searches	resurskravsökning, resurskravsökningen, resurskravsökningar	N	shorter-gf-termsEngSwe.tsv	1297
resource reservation	resurs reservation	N?	ICT-keywords-20141203.xlsx	2832
resource reservation protocol - traffic engineering (RSVP-TE)	resurs reservation protokoll - trafikteknik	N?	ICT-keywords-20141203.xlsx	2833
resource resources	resurs resurser	N?	ICT-keywords-20141203.xlsx	2834
resource, resources	resurs, resursen, resurser	N	shorter-gf-termsEngSwe.tsv	1296
resource-adaptive	resurs adaptiv	N?	ICT-keywords-20141203.xlsx	2823
resource-aware	resursmedveten	N?	ICT-keywords-20141203.xlsx	2824
Resources, events, agents (REA) ontology	resurser, händelser, agenter ontologi	N?	ICT-keywords-20141203.xlsx	2835
resource|s	resurs medel	N?	ICT-keywords-20141203.xlsx	2822
respect respectively	respekt respektive	N?	ICT-keywords-20141203.xlsx	2836
respond responds responders	reagera reagerar responders	N?	ICT-keywords-20141203.xlsx	2837
response responses responsible responsibilities responsive responsibility	ansvariga responssvar ansvarsområden reagerar ansvar	N?	ICT-keywords-20141203.xlsx	2838
response, responses	respons, responsen, responser	N	shorter-gf-termsEngSwe.tsv	1298
responsibility distribution	ansvarsfördelning	N?	ICT-keywords-20141203.xlsx	2839
responsibility, responsibilitys	ansvar, ansvaret, ansvar	N	shorter-gf-termsEngSwe.tsv	1299
responsible on site	ansvarig på plats	N?	ICT-keywords-20141203.xlsx	2840
responsive (web) design	följsam webbdesign	N?	ICT-keywords-20141203.xlsx	2841
restaurant	restaurang	N?	ICT-keywords-20141203.xlsx	2842
Restoration 	Restaurering	N?	ACM-klassificering-1998-en-sv.xls	1167
restore	återställa	N?	ICT-keywords-20141203.xlsx	2843
restricted	begränsad	N?	ICT-keywords-20141203.xlsx	2844
Restructuring, reverse engineering, and reengineering  		N?	ACM-klassificering-1998-en-sv.xls	377
result results resulted resulting	resultat resultaten resulte resulterande	N?	ICT-keywords-20141203.xlsx	2845
result, results	resultat, resultatet, resultat	N	shorter-gf-termsEngSwe.tsv	1300
resume	återuppta	N?	ICT-keywords-20141203.xlsx	2846
retain retaining retention	behålla kvarhållande kvarhållande/fasthållande	N?	ICT-keywords-20141203.xlsx	2847
Retargetable compilers  	Omriktningsbara kompilatorer	N?	ACM-klassificering-1998-en-sv.xls	463
retransmission	återutsändning	N?	ICT-keywords-20141203.xlsx	2849
Retrieval models 		N?	ACM-klassificering-1998-en-sv.xls	884
retrieve retrieving	hämta hämtning	N?	ICT-keywords-20141203.xlsx	2851
retroreflector	retroreflektor	N?	ICT-keywords-20141203.xlsx	2852
retry retries	"""försöka igen"" återförsök"	N?	ICT-keywords-20141203.xlsx	2850
return returns returning returned	åter avkastning återvänder tillbaka	N?	ICT-keywords-20141203.xlsx	2853
reusability	återanvändbarhet	N?	ICT-keywords-20141203.xlsx	2855
Reusable libraries  	Återanvändbara bibliotek	N?	ACM-klassificering-1998-en-sv.xls	410
Reusable Software  	Återanvändbara program	N?	ACM-klassificering-1998-en-sv.xls	408
Reusable software [**] 	Återanvändbara program [**]	N?	ACM-klassificering-1998-en-sv.xls	414
Reuse models  	Återanvändningsmodeller	N?	ACM-klassificering-1998-en-sv.xls	411
reuse re-use	återanvändning	N?	ICT-keywords-20141203.xlsx	2854
revenue model	intäktsmodell	N?	ICT-keywords-20141203.xlsx	2857
revenue|s	intäkter	N?	ICT-keywords-20141203.xlsx	2856
reverse engineering	omvänd ingenjörskonst	N?	ICT-keywords-20141203.xlsx	2859
revert	återgå	N?	ICT-keywords-20141203.xlsx	2858
review reviewer	översyn/granska/sammanställning granskaren	N?	ICT-keywords-20141203.xlsx	2860
revised revision	reviderad revidering	N?	ICT-keywords-20141203.xlsx	2861
revolution	revolution/omvälvning	N?	ICT-keywords-20141203.xlsx	2862
RFID pen	RFID penna	N?	ICT-keywords-20141203.xlsx	2863
RFID security model	RFID säkerhetsmodell	N?	ICT-keywords-20141203.xlsx	2864
right|s	rätt rättigheter	N?	ICT-keywords-20141203.xlsx	2865
ring rings ringing	ringa ringer ringa	N?	ICT-keywords-20141203.xlsx	2866
ringback tones	ringsignaler	N?	ICT-keywords-20141203.xlsx	2867
RISC/CISC, VLIW architectures  	RISC/CISC-, VLIW-arkitekturer	N?	ACM-klassificering-1998-en-sv.xls	202
risk analysis	riskanalys	N?	ICT-keywords-20141203.xlsx	2868
risk assessment	riskbedömningsmetod	N?	ICT-keywords-20141203.xlsx	2869
risk auditing	riskuppföljning	N?	ICT-keywords-20141203.xlsx	2870
risk identification	riskidentifiering	N?	ICT-keywords-20141203.xlsx	2871
risk management	riskhantering	N?	ICT-keywords-20141203.xlsx	2872
risk management process	riskprocess	N?	ICT-keywords-20141203.xlsx	2873
risk perception	riskperception	N?	ICT-keywords-20141203.xlsx	2874
roadside	vägkanten	N?	ICT-keywords-20141203.xlsx	2875
roaming	roaming	N?	ICT-keywords-20141203.xlsx	2876
robot, robots	robot, roboten, robotar	N	shorter-gf-termsEngSwe.tsv	1301
Robotics 	Robotik	N?	ACM-klassificering-1998-en-sv.xls	1059
robotics, roboticses	robotik, robotiken, robotiker	N	shorter-gf-termsEngSwe.tsv	1302
robotic|s	robotik	N?	ICT-keywords-20141203.xlsx	2877
Robust regression  		N?	ACM-klassificering-1998-en-sv.xls	793
robustness	robusthet	N?	ICT-keywords-20141203.xlsx	2878
role	roll	N?	ICT-keywords-20141203.xlsx	2879
role, roles	roll, rollen, roller	N	shorter-gf-termsEngSwe.tsv	1303
rollout	utrullning	N?	ICT-keywords-20141203.xlsx	2880
root, rooted, rooted	 roota, rootade, rootat	V	shorter-gf-termsEngSwe.tsv	1304
Roots of Nonlinear Equations 		N?	ACM-klassificering-1998-en-sv.xls	712
rotation	vridning	N?	ICT-keywords-20141203.xlsx	2881
rough roughly	ungefärlig ungefär	N?	ICT-keywords-20141203.xlsx	2882
roughness	ytråhet	N?	ICT-keywords-20141203.xlsx	2883
round robin	round robin	N?	ICT-keywords-20141203.xlsx	2884
round rounds rounding	runda rundor avrundnings	N?	ICT-keywords-20141203.xlsx	2885
round-trip	rundresa	N?	ICT-keywords-20141203.xlsx	2886
route routes routed routing	väg vägar dirigeras dirigering	N?	ICT-keywords-20141203.xlsx	2887
router platform development	router plattformsutveckling	N?	ICT-keywords-20141203.xlsx	2888
router routers	router	N?	ICT-keywords-20141203.xlsx	2889
router, routers	router, routern, routrar	N	shorter-gf-termsEngSwe.tsv	1305
Routers  	Routrar	N?	ACM-klassificering-1998-en-sv.xls	270
routine, routines	rutin, rutinen, rutiner	N	shorter-gf-termsEngSwe.tsv	1306
routing	routning	N?	ICT-keywords-20141203.xlsx	2890
Routing and layout 	Routning och layout	N?	ACM-klassificering-1998-en-sv.xls	606
routing protocol, routing protocols	routingprotokoll, routingprotokollet, routingprotokoll	N	shorter-gf-termsEngSwe.tsv	1307
Routing protocols  	Routingprotokoll	N?	ACM-klassificering-1998-en-sv.xls	252
routing table, routing tables	dirigeringstabell, dirigeringstabellen, dirigeringstabeller	N	shorter-gf-termsEngSwe.tsv	1308
RTP redirection	RTP-omdirigering	N?	ICT-keywords-20141203.xlsx	2891
rule rules	regel regler	N?	ICT-keywords-20141203.xlsx	2892
rule, rules	regel, regeln, regler	N	shorter-gf-termsEngSwe.tsv	1309
Rule-based databases  		N?	ACM-klassificering-1998-en-sv.xls	849
rules and guidelines	regler samt anvisningar	N?	ICT-keywords-20141203.xlsx	2893
run runs running	körning körs rinnande	N?	ICT-keywords-20141203.xlsx	2894
run, ran, run	 köra, körde, kört	V	shorter-gf-termsEngSwe.tsv	1310
Run-time environments 	Run-timemiljöer	N?	ACM-klassificering-1998-en-sv.xls	464
runtime	körtids	N?	ICT-keywords-20141203.xlsx	2895
runtime error, runtime errors	exekveringsfel, exekveringsfeln, exekveringsflar	N	shorter-gf-termsEngSwe.tsv	1312
runtime, runtimes	körning, körningen, körningar	N	shorter-gf-termsEngSwe.tsv	1311
rural	landsbygd	N?	ICT-keywords-20141203.xlsx	2896
SaaS adoption	SaaS antagandet	N?	ICT-keywords-20141203.xlsx	2897
SaaS user	SaaS användaren	N?	ICT-keywords-20141203.xlsx	2898
safety	säkerhet	N?	ICT-keywords-20141203.xlsx	2899
safety, safeties	säkerhet, säkerheten, säkerheter	N	shorter-gf-termsEngSwe.tsv	1313
sales	försäljning	N?	ICT-keywords-20141203.xlsx	2900
sales trends	försäljningsutveckling	N?	ICT-keywords-20141203.xlsx	2901
sammanfattning sammanfatta sammanfattar	summary summarize summarizing	N?	ICT-keywords-20141203.xlsx	3292
sample samples sampling sampled	prov prover provtagning samplade	N?	ICT-keywords-20141203.xlsx	2902
sample, sampled, sampled	 provsmaka, provsmakade, provsmakat	V	shorter-gf-termsEngSwe.tsv	1314
Sampling 	Sampling	N?	ACM-klassificering-1998-en-sv.xls	1155
SAP Community Network (SCN)	SAP forumet nätverk	N?	ICT-keywords-20141203.xlsx	2903
sata, satas	sata, sataet, sata	N	shorter-gf-termsEngSwe.tsv	1315
satellite communication	satellit kommunikationsnät	N?	ICT-keywords-20141203.xlsx	2905
satellite|s	satellit	N?	ICT-keywords-20141203.xlsx	2904
satisfaction, satisfactions	tillfredsställelse, tillfredsställelsen, tillfredsställelser	N	shorter-gf-termsEngSwe.tsv	1316
satisfy satisfactory	tillfreds tillfredsställande	N?	ICT-keywords-20141203.xlsx	2906
save, saved, saved	 spara, sparade, sparat	V	shorter-gf-termsEngSwe.tsv	1317
saves saved	sparar sparade	N?	ICT-keywords-20141203.xlsx	2907
saving|s	spara besparingar	N?	ICT-keywords-20141203.xlsx	2908
say says saying	"säg säger ""att säga"""	N?	ICT-keywords-20141203.xlsx	2909
SBC	Sveriges Bostadsrättscentrum AB (SBC )	N?	ICT-keywords-20141203.xlsx	2910
SC		N?	ICT-keywords-20141203.xlsx	2911
SCADA networks	SCADA-nätverk	N?	ICT-keywords-20141203.xlsx	2912
SCADA security	SCADA säkerhet	N?	ICT-keywords-20141203.xlsx	2913
scalability	skalbarhet	N?	ICT-keywords-20141203.xlsx	2914
scalability, scalabilities	skalbarhet, skalbarheten, skalbarheter	N	shorter-gf-termsEngSwe.tsv	1318
scalable	skalbarhet	N?	ICT-keywords-20141203.xlsx	2915
scalable vector graphics (SVG)	skalbar vektorgrafik 	N?	ICT-keywords-20141203.xlsx	2916
scalar	skalär	N?	ICT-keywords-20141203.xlsx	2917
scale invariance	skala invarians	N?	ICT-keywords-20141203.xlsx	2919
scale scales scaling	skala skalor skalnings	N?	ICT-keywords-20141203.xlsx	2918
scale, scaled, scaled	 skala, skalade, skalat	V	shorter-gf-termsEngSwe.tsv	1320
scale, scales	skala, skalan, skalor	N	shorter-gf-termsEngSwe.tsv	1319
scale-invariant feature transform (SIFT)	skala invariant funktion transform 	N?	ICT-keywords-20141203.xlsx	2920
scale-space extrema detection	skala-space extrema detektering	N?	ICT-keywords-20141203.xlsx	2921
scan and print method	skanna och skriv ut-metoden	N?	ICT-keywords-20141203.xlsx	2922
scanner, scanners	skanner, skannern, skannrar	N	shorter-gf-termsEngSwe.tsv	1321
scanning	skanning	N?	ICT-keywords-20141203.xlsx	2923
Scanning 	Skanning	N?	ACM-klassificering-1998-en-sv.xls	1156
Scanning  	Bildinläsning	N?	ACM-klassificering-1998-en-sv.xls	1284
scattered	spridda	N?	ICT-keywords-20141203.xlsx	2924
scatternet|s	spridanät scatternets	N?	ICT-keywords-20141203.xlsx	2925
scavenging		N?	ICT-keywords-20141203.xlsx	2926
scenario analysis	scenarioanalys	N?	ICT-keywords-20141203.xlsx	2928
scenario|s	scenarier	N?	ICT-keywords-20141203.xlsx	2927
Scene Analysis 	Scenanalys	N?	ACM-klassificering-1998-en-sv.xls	1188
scene graph	scen graf	N?	ICT-keywords-20141203.xlsx	2929
schedule|s scheduled scheduling	tidtabell scheman planerad tidplanering	N?	ICT-keywords-20141203.xlsx	2930
Scheduling 	Schemaläggning	N?	ACM-klassificering-1998-en-sv.xls	474
Scheduling  	Schemaläggning	N?	ACM-klassificering-1998-en-sv.xls	1058
scheduling concepts	schemaläggning koncept	N?	ICT-keywords-20141203.xlsx	2931
schema	schema / schematisk framställning	N?	ICT-keywords-20141203.xlsx	2932
Schema and subschema 		N?	ACM-klassificering-1998-en-sv.xls	830
scheme schemes	schema scheman	N?	ICT-keywords-20141203.xlsx	2933
school/school	skola/skolor	N?	ICT-keywords-20141203.xlsx	2934
science literacy	naturvetenskaplig allmänbildning	N?	ICT-keywords-20141203.xlsx	2936
science sciences scientific scientists	vetenskap vetenskaper vetenskaplig vetenskapsmän	N?	ICT-keywords-20141203.xlsx	2935
science, sciences	vetenskap, vetenskapen, vetenskaper	N	shorter-gf-termsEngSwe.tsv	1322
scientific	vetenskaplig, vetenskapligt	A	shorter-gf-termsEngSwe.tsv	1323
Scientific databases  	Vetenskapliga databaser	N?	ACM-klassificering-1998-en-sv.xls	864
SCN space for the user interface development toolkit for HTML5 (SAPUI5) 		N?	ICT-keywords-20141203.xlsx	2937
scope scoping scoped	"omfattning omfattnings ""med omfattningen"""	N?	ICT-keywords-20141203.xlsx	2938
scope, scopes	räckvidd, räckvidden, räckvidder	N	shorter-gf-termsEngSwe.tsv	1324
scramble, scrambled, scrambled	 förvränga, förvrängde, förvrängt	V	shorter-gf-termsEngSwe.tsv	1325
scratch card/bank card packaging process	skrapkort / bankkort förpackningsprocessen	N?	ICT-keywords-20141203.xlsx	2939
scratch, scratched, scratched	 repa, repade, repat	V	shorter-gf-termsEngSwe.tsv	1327
scratch, scratches	repa, repan, repor	N	shorter-gf-termsEngSwe.tsv	1326
Screen design (e.g., text, graphics, color) 		N?	ACM-klassificering-1998-en-sv.xls	947
screen screening	skärm avskärma/avskärmning	N?	ICT-keywords-20141203.xlsx	2940
screen, screens	skärm, skärmen, skärmar	N	shorter-gf-termsEngSwe.tsv	1328
screenplay	filmmanus	N?	ICT-keywords-20141203.xlsx	2941
screensaver, screensavers	skärmsläckare, skärmsläckaren, skärmsläckare	N	shorter-gf-termsEngSwe.tsv	1329
screenwriting		N?	ICT-keywords-20141203.xlsx	2942
script scripts scripting	skript 	N?	ICT-keywords-20141203.xlsx	2943
scripting language, scripting languages	skriptspråk, skriptspråken, skriptspråkar	N	shorter-gf-termsEngSwe.tsv	1330
Scripting languages  	Skriptspråk	N?	ACM-klassificering-1998-en-sv.xls	1276
scrum	scrum	N?	ICT-keywords-20141203.xlsx	2944
seamless handover	avbrottsfri handover	N?	ICT-keywords-20141203.xlsx	2945
search behavior	sökbeteende	N?	ICT-keywords-20141203.xlsx	2947
Search process 	Sökprocess	N?	ACM-klassificering-1998-en-sv.xls	885
search searching	sökning	N?	ICT-keywords-20141203.xlsx	2946
search, searched, searched	 söka, sökte, sökt	V	shorter-gf-termsEngSwe.tsv	1331
second seconds	sekund sekunder	N?	ICT-keywords-20141203.xlsx	2948
secondary	sekundär	N?	ICT-keywords-20141203.xlsx	2949
Secondary storage 	Sekundärminne	N?	ACM-klassificering-1998-en-sv.xls	482
second|s	sekund sekunder	N?	ICT-keywords-20141203.xlsx	2950
secret	hemlig/hemlighet	N?	ICT-keywords-20141203.xlsx	2951
section	sektion	N?	ICT-keywords-20141203.xlsx	2952
section, sections	sektion, sektionen, sektioner	N	shorter-gf-termsEngSwe.tsv	1332
sector, sectors	sektor, sektorn, sektorer	N	shorter-gf-termsEngSwe.tsv	1333
sector|s	sektor sektorer	N?	ICT-keywords-20141203.xlsx	2953
secure access	säker åtkomst	N?	ICT-keywords-20141203.xlsx	2955
secure element (SE)	säkerhetselement (SE)	N?	ICT-keywords-20141203.xlsx	2956
secure financial transactions	säkra finansiella transaktioner	N?	ICT-keywords-20141203.xlsx	2957
secure neighbor discovery	säkra granne upptäckt	N?	ICT-keywords-20141203.xlsx	2958
secure real-time protocol (SRTP)	säkra realtidsprotokoll 	N?	ICT-keywords-20141203.xlsx	2959
secure real-time transport protocol (SRTP)	säker realtidstransportprotokoll	N?	ICT-keywords-20141203.xlsx	2960
secure secured  security	säkra säkrat säkerhet	N?	ICT-keywords-20141203.xlsx	2954
secure sockets layer (SSL)		N?	ICT-keywords-20141203.xlsx	2961
secure VoIP	säkra VoIP	N?	ICT-keywords-20141203.xlsx	2962
secure, secured, secured	 säkra, säkrade, säkrat	V	shorter-gf-termsEngSwe.tsv	1334
security	säkerhet	N?	ICT-keywords-20141203.xlsx	2963
Security  	Säkerhet	N?	ACM-klassificering-1998-en-sv.xls	1395
Security [*] 	Säkerhet [*]	N?	ACM-klassificering-1998-en-sv.xls	1446
Security and Protection (4.6, 4.2) 	Säkerhet och skydd (4.6, 4.2)	N?	ACM-klassificering-1998-en-sv.xls	1438
Security and protection (e.g., firewalls)  	Säkerhet och skydd (t.ex. brandväggar)	N?	ACM-klassificering-1998-en-sv.xls	235
Security and Protection (K.6.5) 	Säkerhet och skydd (K.6.5)	N?	ACM-klassificering-1998-en-sv.xls	504
security as a service	säkerhet som en tjänst	N?	ICT-keywords-20141203.xlsx	2964
security awareness	säkerhetsmedvetande	N?	ICT-keywords-20141203.xlsx	2965
security awareness program	säkerhetsmedvetande programmet	N?	ICT-keywords-20141203.xlsx	2966
security functions	säkerhetsfunktioner	N?	ICT-keywords-20141203.xlsx	2967
security guard	säkerhetsvakt	N?	ICT-keywords-20141203.xlsx	2968
Security kernels [**] 	Säkerhetskärnor	N?	ACM-klassificering-1998-en-sv.xls	510
security measures/controls	säkerhetsåtgärder/kontroller	N?	ICT-keywords-20141203.xlsx	2969
security of embedded devices	säkerheten för inbäddade enheter	N?	ICT-keywords-20141203.xlsx	2970
security policy	säkerhetspolitik	N?	ICT-keywords-20141203.xlsx	2971
security policy database	säkerhetspolitik databas	N?	ICT-keywords-20141203.xlsx	2972
security protocol, security protocols	säkerhetsprotokoll, säkerhetsprotokollet, säkerhetsprotokoll	N	shorter-gf-termsEngSwe.tsv	1336
security risks	säkerhetsrisker	N?	ICT-keywords-20141203.xlsx	2973
Security, integrity, and protection  		N?	ACM-klassificering-1998-en-sv.xls	860
Security, integrity, and protection [**] 		N?	ACM-klassificering-1998-en-sv.xls	826
security, securities	säkerhet, säkerheten, säkerheter	N	shorter-gf-termsEngSwe.tsv	1335
seeing	ser	N?	ICT-keywords-20141203.xlsx	2974
seemingly	synes	N?	ICT-keywords-20141203.xlsx	2975
segment segmented segmentation	segmentet segmente segmenterad	N?	ICT-keywords-20141203.xlsx	2976
Segmentation 	Segmentering	N?	ACM-klassificering-1998-en-sv.xls	1176
Segmentation [**] 	Segmentering [**]	N?	ACM-klassificering-1998-en-sv.xls	483
segmentation, segmentations	segmentering, segmenteringen, segmenteringar	N	shorter-gf-termsEngSwe.tsv	1337
seismic	seismisk	N?	ICT-keywords-20141203.xlsx	2977
select selects selectively selected selective selection	väljer selektivt valda selektiva urvalet	N?	ICT-keywords-20141203.xlsx	2978
select, selected, selected	 välja, valde, valt	V	shorter-gf-termsEngSwe.tsv	1338
selection	val	N?	ICT-keywords-20141203.xlsx	2979
Selection process 	Selekteringsprocess	N?	ACM-klassificering-1998-en-sv.xls	886
selection sort, selection sorts	urvalssortering, urvalssorteringen, urvalssorteringar	N	shorter-gf-termsEngSwe.tsv	1340
selection, selections	urval, urvalet, urval	N	shorter-gf-termsEngSwe.tsv	1339
selective	selektiv	N?	ICT-keywords-20141203.xlsx	2980
self test	självtest	N?	ICT-keywords-20141203.xlsx	2981
self-actualization	självförverkligande	N?	ICT-keywords-20141203.xlsx	2982
Self-assessment 	Självutvärdering	N?	ACM-klassificering-1998-en-sv.xls	1363
self-aware	självmedveten	N?	ICT-keywords-20141203.xlsx	2983
self-configuration	själv konfiguration	N?	ICT-keywords-20141203.xlsx	2984
self-configuring	självkonfigurerande	N?	ICT-keywords-20141203.xlsx	2985
Self-modifying machines (e.g., neural networks) 	Självmodifierande maskiner (t.ex. neuronnät)	N?	ACM-klassificering-1998-en-sv.xls	576
self-organization	självorganisering	N?	ICT-keywords-20141203.xlsx	2986
self-organizing	självorganiserande	N?	ICT-keywords-20141203.xlsx	2987
self-reconfigurable	själv rekonfigurerbar	N?	ICT-keywords-20141203.xlsx	2988
self-report	självrapport	N?	ICT-keywords-20141203.xlsx	2989
self-service business intelligence	självbetjäning omvärldsbevakning	N?	ICT-keywords-20141203.xlsx	2990
selling	säljande	N?	ICT-keywords-20141203.xlsx	2991
semantic	semantisk, semantiskt	A	shorter-gf-termsEngSwe.tsv	1341
semantic interoperability	semantisk interoperabilitet	N?	ICT-keywords-20141203.xlsx	2993
Semantic networks 	Semantiska nät	N?	ACM-klassificering-1998-en-sv.xls	1031
semantics	semantik	N?	ICT-keywords-20141203.xlsx	2992
Semantics 	Semantik	N?	ACM-klassificering-1998-en-sv.xls	419
semantics of business vocabulary and rules (SBVR)	semantik för företag ordförråd och regler	N?	ICT-keywords-20141203.xlsx	2994
Semantics of Programming Languages (1) 	Semantik hos programspråk (1)	N?	ACM-klassificering-1998-en-sv.xls	620
semantics, semanticses	semantik, semantiken, semantiker	N	shorter-gf-termsEngSwe.tsv	1342
semanticweb	semantiska webben	N?	ICT-keywords-20141203.xlsx	2995
semaphore, semaphores	semafor, semaforen, semaforer	N	shorter-gf-termsEngSwe.tsv	1343
Semiconductor Memories  (7.1) 	Halvledarminnen (7.1)	N?	ACM-klassificering-1998-en-sv.xls	60
semiconductor, semiconductors	halvledare, halvledaren, halvledare	N	shorter-gf-termsEngSwe.tsv	1344
seminar	seminarium	N?	ICT-keywords-20141203.xlsx	2996
send sends sending	skicka sänder sändande	N?	ICT-keywords-20141203.xlsx	2997
sender senders	avsändare avsändare	N?	ICT-keywords-20141203.xlsx	2998
sense sensing	känna avkännande	N?	ICT-keywords-20141203.xlsx	2999
sense, sensed, sensed	 förstå, förstod, förstått	V	shorter-gf-termsEngSwe.tsv	1346
sense, senses	sinne, sinnet, sinnen	N	shorter-gf-termsEngSwe.tsv	1345
sensed amplifier flip flop (SAFF)	avkänningsförstärkare flip flop 	N?	ICT-keywords-20141203.xlsx	3000
sensitive sensitivity	känslig känslighet	N?	ICT-keywords-20141203.xlsx	3001
Sensor fusion 	Sensorfusion	N?	ACM-klassificering-1998-en-sv.xls	1195
sensor network	sensornätverk	N?	ICT-keywords-20141203.xlsx	3004
sensor system	sensorsystem	N?	ICT-keywords-20141203.xlsx	3005
sensor, sensors	sensor, sensorn, sensorer	N	shorter-gf-termsEngSwe.tsv	1347
sensor-based	sensorbaserad	N?	ICT-keywords-20141203.xlsx	3003
sensor/sensors	sensor/sensorer	N?	ICT-keywords-20141203.xlsx	3006
Sensors 	Sensorer	N?	ACM-klassificering-1998-en-sv.xls	1066
sensor|s	sensor sensorer	N?	ICT-keywords-20141203.xlsx	3002
sent sents	från/avsändare	N?	ICT-keywords-20141203.xlsx	3007
separable	separerbar	N?	ICT-keywords-20141203.xlsx	3008
separate, separated, separated	 åtskilja, åtskilde, åtskilt	V	shorter-gf-termsEngSwe.tsv	1348
separate|s separation separately separators	separat separerar separations separat separatorer	N?	ICT-keywords-20141203.xlsx	3009
sequence, sequences	sekvens, sekvensen, sekvernser	N	shorter-gf-termsEngSwe.tsv	1349
sequence|s sequencing	sekvens sekvenser sekvensbestämning	N?	ICT-keywords-20141203.xlsx	3010
Sequencing and scheduling 	Sekvensering och schemaläggning	N?	ACM-klassificering-1998-en-sv.xls	607
sequential	sekventiell, sekventiellt	A	shorter-gf-termsEngSwe.tsv	1350
sequential bifurcation	sekventiell bifurkation	N?	ICT-keywords-20141203.xlsx	3011
Sequential circuits 	Sekventiella kretsar	N?	ACM-klassificering-1998-en-sv.xls	144
Sequential Programming 	Sekventiell programmering	N?	ACM-klassificering-1998-en-sv.xls	309
Sequential-access memory [**] 	Sekventiellt minne	N?	ACM-klassificering-1998-en-sv.xls	70
serial	seriell	N?	ICT-keywords-20141203.xlsx	3012
serial peripheral interface		N?	ICT-keywords-20141203.xlsx	3013
serial peripheral interface (SPI) interface	seriella perifera gränssnitt 	N?	ICT-keywords-20141203.xlsx	3014
serial presence detect (SPD)		N?	ICT-keywords-20141203.xlsx	3015
serialization	serialisering	N?	ICT-keywords-20141203.xlsx	3016
series	serie	N?	ICT-keywords-20141203.xlsx	3017
Series expansion methods 	Serieexpansionsmetoder	N?	ACM-klassificering-1998-en-sv.xls	1173
serious	allvarlig	N?	ICT-keywords-20141203.xlsx	3018
serve serves served serving	tjäna tjänar tjänat betjänar	N?	ICT-keywords-20141203.xlsx	3019
server servers	server servrar	N?	ICT-keywords-20141203.xlsx	3020
server, servers	server, servern, servrar	N	shorter-gf-termsEngSwe.tsv	1351
server-based	serverbaserad	N?	ICT-keywords-20141203.xlsx	3021
Servers  	Servrar	N?	ACM-klassificering-1998-en-sv.xls	297
service availability	tjänstens tillgänglighet	N?	ICT-keywords-20141203.xlsx	3024
service behavior	tjänsten beteende	N?	ICT-keywords-20141203.xlsx	3025
service creation	skapande av tjänster	N?	ICT-keywords-20141203.xlsx	3026
service discovery	tjänst upptäckt	N?	ICT-keywords-20141203.xlsx	3027
service discovery protocol	tjänsteidentifieringsprotokollet	N?	ICT-keywords-20141203.xlsx	3028
service guarantee	servicegaranti	N?	ICT-keywords-20141203.xlsx	3029
service innovation	serviceinnovation	N?	ICT-keywords-20141203.xlsx	3030
service level agreement (SLA)	servicenivåavtal	N?	ICT-keywords-20141203.xlsx	3031
service location protocol (SLP)		N?	ICT-keywords-20141203.xlsx	3032
service oriented architecture/service-oriented architecture (SOA)	tjänsteorienterad arkitektur	N?	ICT-keywords-20141203.xlsx	3033
service policy management	tjänstepolicyhantering	N?	ICT-keywords-20141203.xlsx	3034
service providers	tjänsteleverantörer	N?	ICT-keywords-20141203.xlsx	3035
service provisioning	tjänsteprovisione	N?	ICT-keywords-20141203.xlsx	3036
service quality	servicekvalitet	N?	ICT-keywords-20141203.xlsx	3037
service, services	tjänst, tjänsten, tjänster	N	shorter-gf-termsEngSwe.tsv	1352
service-based	tjänstebaserad	N?	ICT-keywords-20141203.xlsx	3038
service|s	 tjänst  tjänster	N?	ICT-keywords-20141203.xlsx	3023
servlet servlets		N?	ICT-keywords-20141203.xlsx	3039
session initiation protocol (SIP)		N?	ICT-keywords-20141203.xlsx	3041
session initiation protocol for instant messaging and presence leveraging extensions (SIMPLE)	Session Initiation Protocol för snabbmeddelanden och närvaro utnyttja förlängningar	N?	ICT-keywords-20141203.xlsx	3042
session mobility	sessionsmobilitet	N?	ICT-keywords-20141203.xlsx	3043
session sessions	sessions sessioner	N?	ICT-keywords-20141203.xlsx	3040
session, sessions	session, sessionen, sessioner	N	shorter-gf-termsEngSwe.tsv	1353
set sets setting|s	"""ställa in""   uppsättningar inställningar"	N?	ICT-keywords-20141203.xlsx	3044
Set theory  		N?	ACM-klassificering-1998-en-sv.xls	646
